Sentence Number,Word Count,Common Word Count,Uncommon Word Count,Uncommon Length Ratio,Uncommon Common Ratio,Article Position,Uncommon Score
9,20,8,11,0.55,1.375,5.0,39
129,27,14,13,0.48148148148148145,0.9285714285714286,71.66666666666667,38
44,21,5,16,0.7619047619047619,3.2,24.444444444444443,38
170,28,12,13,0.4642857142857143,1.0833333333333333,94.44444444444444,37
162,25,13,11,0.44,0.8461538461538461,90.0,37
82,22,13,9,0.4090909090909091,0.6923076923076923,45.55555555555556,37
73,30,12,16,0.5333333333333333,1.3333333333333333,40.55555555555556,36
65,14,6,8,0.5714285714285714,1.3333333333333333,36.11111111111111,36
118,16,8,7,0.4375,0.875,65.55555555555556,35
46,9,2,7,0.7777777777777778,3.5,25.555555555555554,35
142,28,13,14,0.5,1.0769230769230769,78.88888888888889,34
76,21,8,12,0.5714285714285714,1.5,42.22222222222222,34
64,18,7,10,0.5555555555555556,1.4285714285714286,35.55555555555556,34
152,24,14,10,0.4166666666666667,0.7142857142857143,84.44444444444444,33
148,19,8,10,0.5263157894736842,1.25,82.22222222222221,33
145,18,6,11,0.6111111111111112,1.8333333333333333,80.55555555555556,33
99,21,11,9,0.42857142857142855,0.8181818181818182,55.00000000000001,33
85,23,13,9,0.391304347826087,0.6923076923076923,47.22222222222222,33
167,26,10,15,0.5769230769230769,1.5,92.77777777777779,32
111,21,12,8,0.38095238095238093,0.6666666666666666,61.66666666666667,32
91,17,7,9,0.5294117647058824,1.2857142857142858,50.55555555555556,32
75,16,6,10,0.625,1.6666666666666667,41.66666666666667,32
68,37,21,15,0.40540540540540543,0.7142857142857143,37.77777777777778,32
28,12,4,8,0.6666666666666666,2.0,15.555555555555555,32
11,13,3,8,0.6153846153846154,2.6666666666666665,6.111111111111111,32
93,13,5,7,0.5384615384615384,1.4,51.66666666666667,30
164,16,6,9,0.5625,1.5,91.11111111111111,29
138,23,10,12,0.5217391304347826,1.2,76.66666666666667,29
97,13,6,6,0.46153846153846156,1.0,53.888888888888886,29
77,11,6,4,0.36363636363636365,0.6666666666666666,42.77777777777778,29
120,14,5,8,0.5714285714285714,1.6,66.66666666666666,28
109,13,5,7,0.5384615384615384,1.4,60.55555555555555,27
43,12,4,7,0.5833333333333334,1.75,23.88888888888889,27
15,23,7,16,0.6956521739130435,2.2857142857142856,8.333333333333332,27
178,17,8,8,0.47058823529411764,1.0,98.88888888888889,26
154,15,6,8,0.5333333333333333,1.3333333333333333,85.55555555555556,26
122,19,7,12,0.631578947368421,1.7142857142857142,67.77777777777779,26
69,27,13,14,0.5185185185185185,1.0769230769230769,38.333333333333336,26
179,17,10,6,0.35294117647058826,0.6,99.44444444444444,25
171,11,5,5,0.45454545454545453,1.0,95.0,24
153,21,9,10,0.47619047619047616,1.1111111111111112,85.0,24
150,34,20,13,0.38235294117647056,0.65,83.33333333333334,24
105,17,9,7,0.4117647058823529,0.7777777777777778,58.333333333333336,24
70,12,5,7,0.5833333333333334,1.4,38.88888888888889,24
60,14,7,6,0.42857142857142855,0.8571428571428571,33.33333333333333,24
41,23,11,11,0.4782608695652174,1.0,22.77777777777778,24
175,17,7,9,0.5294117647058824,1.2857142857142858,97.22222222222221,23
117,11,0,5,0.45454545454545453,5.0,65.0,23
114,11,6,5,0.45454545454545453,0.8333333333333334,63.33333333333333,23
112,13,5,7,0.5384615384615384,1.4,62.22222222222222,23
107,15,4,9,0.6,2.25,59.44444444444444,23
88,18,9,8,0.4444444444444444,0.8888888888888888,48.888888888888886,23
78,13,4,8,0.6153846153846154,2.0,43.333333333333336,23
20,11,5,6,0.5454545454545454,1.2,11.11111111111111,23
12,14,5,8,0.5714285714285714,1.6,6.666666666666667,23
127,10,2,7,0.7,3.5,70.55555555555556,22
103,17,7,10,0.5882352941176471,1.4285714285714286,57.22222222222222,22
95,19,7,11,0.5789473684210527,1.5714285714285714,52.77777777777778,22
72,23,11,11,0.4782608695652174,1.0,40.0,22
47,14,5,9,0.6428571428571429,1.8,26.111111111111114,22
32,26,12,13,0.5,1.0833333333333333,17.77777777777778,22
29,9,2,6,0.6666666666666666,3.0,16.11111111111111,22
2,27,14,13,0.48148148148148145,0.9285714285714286,1.1111111111111112,22
52,8,3,4,0.5,1.3333333333333333,28.888888888888886,21
37,15,7,7,0.4666666666666667,1.0,20.555555555555554,21
134,12,6,5,0.4166666666666667,0.8333333333333334,74.44444444444444,20
36,7,2,4,0.5714285714285714,2.0,20.0,20
19,8,2,5,0.625,2.5,10.555555555555555,20
177,20,11,8,0.4,0.7272727272727273,98.33333333333333,19
157,18,9,8,0.4444444444444444,0.8888888888888888,87.22222222222223,19
128,13,5,8,0.6153846153846154,1.6,71.11111111111111,19
49,18,10,7,0.3888888888888889,0.7,27.22222222222222,19
172,11,4,6,0.5454545454545454,1.5,95.55555555555556,18
58,19,13,5,0.2631578947368421,0.38461538461538464,32.22222222222222,18
151,16,5,9,0.5625,1.8,83.88888888888889,17
126,14,5,8,0.5714285714285714,1.6,70.0,17
101,6,1,5,0.8333333333333334,5.0,56.111111111111114,17
55,14,4,9,0.6428571428571429,2.25,30.555555555555557,17
161,15,8,6,0.4,0.75,89.44444444444444,16
121,21,12,8,0.38095238095238093,0.6666666666666666,67.22222222222223,16
115,7,2,5,0.7142857142857143,2.5,63.888888888888886,16
81,7,3,4,0.5714285714285714,1.3333333333333333,45.0,16
74,21,7,12,0.5714285714285714,1.7142857142857142,41.11111111111111,16
21,18,10,7,0.3888888888888889,0.7,11.666666666666666,15
165,19,7,11,0.5789473684210527,1.5714285714285714,91.66666666666666,14
84,13,4,8,0.6153846153846154,2.0,46.666666666666664,14
45,12,5,6,0.5,1.2,25.0,14
39,10,7,3,0.3,0.42857142857142855,21.666666666666668,13
22,14,6,7,0.5,1.1666666666666667,12.222222222222221,13
3,7,3,4,0.5714285714285714,1.3333333333333333,1.6666666666666667,13
159,12,6,5,0.4166666666666667,0.8333333333333334,88.33333333333333,12
130,10,5,4,0.4,0.8,72.22222222222221,12
26,13,5,7,0.5384615384615384,1.4,14.444444444444443,12
133,10,4,5,0.5,1.25,73.88888888888889,11
31,14,5,8,0.5714285714285714,1.6,17.22222222222222,11
174,5,1,4,0.8,4.0,96.66666666666667,9
158,14,7,6,0.42857142857142855,0.8571428571428571,87.77777777777777,8
124,5,1,4,0.8,4.0,68.88888888888889,8
50,4,1,2,0.5,2.0,27.77777777777778,7
38,4,1,3,0.75,3.0,21.11111111111111,7
30,9,5,3,0.3333333333333333,0.6,16.666666666666664,7
149,8,2,5,0.625,2.5,82.77777777777777,6
131,5,2,2,0.4,1.0,72.77777777777777,6
87,9,3,5,0.5555555555555556,1.6666666666666667,48.333333333333336,6
125,10,7,2,0.2,0.2857142857142857,69.44444444444444,5
144,7,3,3,0.42857142857142855,1.0,80.0,4
57,4,1,2,0.5,2.0,31.666666666666664,4
53,3,1,1,0.3333333333333333,1.0,29.444444444444446,1
0,47,21,25,0.5319148936170213,1.1904761904761905,0.0,65
9,26,7,18,0.6923076923076923,2.5714285714285716,31.03448275862069,48
4,25,10,14,0.56,1.4,13.793103448275861,39
5,28,10,17,0.6071428571428571,1.7,17.24137931034483,37
27,21,10,11,0.5238095238095238,1.1,93.10344827586206,35
25,30,14,13,0.43333333333333335,0.9285714285714286,86.20689655172413,35
3,21,8,13,0.6190476190476191,1.625,10.344827586206897,34
17,17,8,8,0.47058823529411764,1.0,58.620689655172406,32
6,19,9,9,0.47368421052631576,1.0,20.689655172413794,29
16,28,10,17,0.6071428571428571,1.7,55.172413793103445,28
7,19,4,14,0.7368421052631579,3.5,24.137931034482758,28
18,15,6,8,0.5333333333333333,1.3333333333333333,62.06896551724138,26
23,17,5,11,0.6470588235294118,2.2,79.3103448275862,25
11,13,4,9,0.6923076923076923,2.25,37.93103448275862,25
13,30,11,17,0.5666666666666667,1.5454545454545454,44.827586206896555,24
22,21,9,11,0.5238095238095238,1.2222222222222223,75.86206896551724,23
12,12,3,9,0.75,3.0,41.37931034482759,22
20,24,9,15,0.625,1.6666666666666667,68.96551724137932,21
8,16,4,11,0.6875,2.75,27.586206896551722,20
10,14,6,7,0.5,1.1666666666666667,34.48275862068966,19
21,21,7,14,0.6666666666666666,2.0,72.41379310344827,18
14,16,5,11,0.6875,2.2,48.275862068965516,17
1,16,6,9,0.5625,1.5,3.4482758620689653,16
15,15,6,9,0.6,1.5,51.724137931034484,15
24,21,8,12,0.5714285714285714,1.5,82.75862068965517,14
28,16,8,7,0.4375,0.875,96.55172413793103,12
19,11,4,6,0.5454545454545454,1.5,65.51724137931035,10
2,11,4,7,0.6363636363636364,1.75,6.896551724137931,9
26,2,2,0,0.0,0.5,89.65517241379311,0
5,67,27,39,0.582089552238806,1.4444444444444444,38.46153846153847,85
0,26,4,21,0.8076923076923077,5.25,0.0,60
3,30,11,18,0.6,1.6363636363636365,23.076923076923077,59
2,32,10,22,0.6875,2.2,15.384615384615385,50
1,36,13,23,0.6388888888888888,1.7692307692307692,7.6923076923076925,43
4,39,16,21,0.5384615384615384,1.3125,30.76923076923077,42
6,35,12,22,0.6285714285714286,1.8333333333333333,46.15384615384615,39
8,30,10,19,0.6333333333333333,1.9,61.53846153846154,37
9,33,15,18,0.5454545454545454,1.2,69.23076923076923,31
7,24,12,11,0.4583333333333333,0.9166666666666666,53.84615384615385,29
10,25,9,15,0.6,1.6666666666666667,76.92307692307693,26
11,20,8,12,0.6,1.5,84.61538461538461,23
12,11,3,7,0.6363636363636364,2.3333333333333335,92.3076923076923,18
6,36,16,20,0.5555555555555556,1.25,12.5,112
34,30,13,16,0.5333333333333333,1.2307692307692308,70.83333333333334,99
0,27,9,18,0.6666666666666666,2.0,0.0,92
27,27,9,16,0.5925925925925926,1.7777777777777777,56.25,91
25,26,12,14,0.5384615384615384,1.1666666666666667,52.083333333333336,90
15,26,10,15,0.5769230769230769,1.5,31.25,88
21,31,15,16,0.5161290322580645,1.0666666666666667,43.75,68
23,19,7,12,0.631578947368421,1.7142857142857142,47.91666666666667,66
20,27,13,13,0.48148148148148145,1.0,41.66666666666667,62
11,19,9,10,0.5263157894736842,1.1111111111111112,22.916666666666664,62
33,26,13,13,0.5,1.0,68.75,56
35,23,9,13,0.5652173913043478,1.4444444444444444,72.91666666666666,53
44,27,14,12,0.4444444444444444,0.8571428571428571,91.66666666666666,51
40,18,6,11,0.6111111111111112,1.8333333333333333,83.33333333333334,51
38,12,3,8,0.6666666666666666,2.6666666666666665,79.16666666666666,46
8,30,11,18,0.6,1.6363636363636365,16.666666666666664,45
37,21,9,12,0.5714285714285714,1.3333333333333333,77.08333333333334,40
19,21,12,8,0.38095238095238093,0.6666666666666666,39.58333333333333,37
14,26,12,14,0.5384615384615384,1.1666666666666667,29.166666666666668,36
36,12,3,8,0.6666666666666666,2.6666666666666665,75.0,34
9,23,12,11,0.4782608695652174,0.9166666666666666,18.75,34
28,16,7,8,0.5,1.1428571428571428,58.333333333333336,33
1,19,9,9,0.47368421052631576,1.0,2.083333333333333,33
45,19,8,11,0.5789473684210527,1.375,93.75,32
18,15,5,9,0.6,1.8,37.5,31
39,6,2,3,0.5,1.5,81.25,30
7,8,3,5,0.625,1.6666666666666667,14.583333333333334,29
26,16,8,7,0.4375,0.875,54.166666666666664,28
16,18,7,10,0.5555555555555556,1.4285714285714286,33.33333333333333,26
3,17,9,7,0.4117647058823529,0.7777777777777778,6.25,26
29,13,6,6,0.46153846153846156,1.0,60.416666666666664,24
22,25,11,13,0.52,1.1818181818181819,45.83333333333333,19
43,11,4,7,0.6363636363636364,1.75,89.58333333333334,16
46,18,8,9,0.5,1.125,95.83333333333334,14
41,18,9,8,0.4444444444444444,0.8888888888888888,85.41666666666666,12
12,10,4,6,0.6,1.5,25.0,12
30,12,6,5,0.4166666666666667,0.8333333333333334,62.5,10
13,16,9,6,0.375,0.6666666666666666,27.083333333333332,10
10,17,10,7,0.4117647058823529,0.7,20.833333333333336,10
4,4,1,2,0.5,2.0,8.333333333333332,7
2,10,4,5,0.5,1.25,4.166666666666666,7
42,10,5,4,0.4,0.8,87.5,6
47,8,4,4,0.5,1.0,97.91666666666666,5
24,6,2,3,0.5,1.5,50.0,5
5,6,2,3,0.5,1.5,10.416666666666668,4
32,4,2,2,0.5,1.0,66.66666666666666,3
31,4,2,2,0.5,1.0,64.58333333333334,3
17,4,1,2,0.5,2.0,35.41666666666667,3
0,33,9,21,0.6363636363636364,2.3333333333333335,0.0,86
5,27,13,13,0.48148148148148145,1.0,10.416666666666668,70
2,32,15,16,0.5,1.0666666666666667,4.166666666666666,59
19,37,21,14,0.3783783783783784,0.6666666666666666,39.58333333333333,45
17,22,8,13,0.5909090909090909,1.625,35.41666666666667,40
43,24,10,13,0.5416666666666666,1.3,89.58333333333334,39
32,27,13,14,0.5185185185185185,1.0769230769230769,66.66666666666666,39
27,13,4,8,0.6153846153846154,2.0,56.25,38
15,25,12,13,0.52,1.0833333333333333,31.25,35
42,17,10,6,0.35294117647058826,0.6,87.5,31
40,16,6,10,0.625,1.6666666666666667,83.33333333333334,31
1,19,11,7,0.3684210526315789,0.6363636363636364,2.083333333333333,29
33,22,13,8,0.36363636363636365,0.6153846153846154,68.75,26
8,9,3,5,0.5555555555555556,1.6666666666666667,16.666666666666664,25
44,13,5,7,0.5384615384615384,1.4,91.66666666666666,23
37,19,11,8,0.42105263157894735,0.7272727272727273,77.08333333333334,23
23,24,15,8,0.3333333333333333,0.5333333333333333,47.91666666666667,21
11,10,3,6,0.6,2.0,22.916666666666664,21
21,8,2,6,0.75,3.0,43.75,20
14,23,13,9,0.391304347826087,0.6923076923076923,29.166666666666668,20
9,13,3,9,0.6923076923076923,3.0,18.75,19
47,23,14,8,0.34782608695652173,0.5714285714285714,97.91666666666666,18
39,14,7,6,0.42857142857142855,0.8571428571428571,81.25,18
31,12,4,7,0.5833333333333334,1.75,64.58333333333334,18
28,18,7,10,0.5555555555555556,1.4285714285714286,58.333333333333336,17
10,9,3,5,0.5555555555555556,1.6666666666666667,20.833333333333336,17
4,9,3,6,0.6666666666666666,2.0,8.333333333333332,17
41,12,4,7,0.5833333333333334,1.75,85.41666666666666,16
36,15,9,5,0.3333333333333333,0.5555555555555556,75.0,15
26,25,14,10,0.4,0.7142857142857143,54.166666666666664,15
13,20,11,8,0.4,0.7272727272727273,27.083333333333332,15
34,16,8,7,0.4375,0.875,70.83333333333334,12
29,8,4,3,0.375,0.75,60.416666666666664,12
35,14,9,4,0.2857142857142857,0.4444444444444444,72.91666666666666,10
24,10,4,6,0.6,1.5,50.0,10
18,18,10,7,0.3888888888888889,0.7,37.5,10
12,21,12,8,0.38095238095238093,0.6666666666666666,25.0,10
46,16,10,5,0.3125,0.5,95.83333333333334,8
38,11,3,7,0.6363636363636364,2.3333333333333335,79.16666666666666,7
22,7,3,3,0.42857142857142855,1.0,45.83333333333333,7
7,14,8,5,0.35714285714285715,0.625,14.583333333333334,7
30,5,0,4,0.8,4.0,62.5,6
20,11,5,5,0.45454545454545453,1.0,41.66666666666667,6
6,12,8,3,0.25,0.375,12.5,5
45,6,2,3,0.5,1.5,93.75,4
16,10,6,3,0.3,0.5,33.33333333333333,3
25,4,1,2,0.5,2.0,52.083333333333336,2
3,5,2,2,0.4,1.0,6.25,2
57,69,26,40,0.5797101449275363,1.5384615384615385,43.84615384615385,260
53,33,17,16,0.48484848484848486,0.9411764705882353,40.76923076923077,226
109,31,8,22,0.7096774193548387,2.75,83.84615384615385,225
40,27,9,15,0.5555555555555556,1.6666666666666667,30.76923076923077,220
101,43,22,21,0.4883720930232558,0.9545454545454546,77.6923076923077,211
0,43,14,26,0.6046511627906976,1.8571428571428572,0.0,204
27,22,8,14,0.6363636363636364,1.75,20.76923076923077,203
99,27,7,18,0.6666666666666666,2.5714285714285716,76.15384615384615,191
103,22,8,14,0.6363636363636364,1.75,79.23076923076923,187
7,31,11,19,0.6129032258064516,1.7272727272727273,5.384615384615385,185
59,27,11,16,0.5925925925925926,1.4545454545454546,45.38461538461539,182
26,34,11,22,0.6470588235294118,2.0,20.0,176
104,30,11,18,0.6,1.6363636363636365,80.0,168
93,33,16,17,0.5151515151515151,1.0625,71.53846153846153,167
3,32,12,19,0.59375,1.5833333333333333,2.307692307692308,163
47,32,12,20,0.625,1.6666666666666667,36.15384615384615,158
100,28,14,13,0.4642857142857143,0.9285714285714286,76.92307692307693,156
58,23,15,8,0.34782608695652173,0.5333333333333333,44.61538461538462,155
96,11,2,9,0.8181818181818182,4.5,73.84615384615385,138
36,37,10,25,0.6756756756756757,2.5,27.692307692307693,135
82,31,15,16,0.5161290322580645,1.0666666666666667,63.07692307692307,132
67,30,12,17,0.5666666666666667,1.4166666666666667,51.53846153846153,132
30,23,11,11,0.4782608695652174,1.0,23.076923076923077,129
44,34,14,19,0.5588235294117647,1.3571428571428572,33.84615384615385,128
29,56,23,32,0.5714285714285714,1.391304347826087,22.30769230769231,122
126,29,13,15,0.5172413793103449,1.1538461538461537,96.92307692307692,121
34,35,15,18,0.5142857142857142,1.2,26.153846153846157,120
22,40,17,23,0.575,1.3529411764705883,16.923076923076923,117
41,35,13,21,0.6,1.6153846153846154,31.538461538461537,116
61,16,6,9,0.5625,1.5,46.92307692307692,115
129,41,25,15,0.36585365853658536,0.6,99.23076923076923,114
89,21,5,15,0.7142857142857143,3.0,68.46153846153847,114
55,47,23,23,0.48936170212765956,1.0,42.30769230769231,113
60,16,7,9,0.5625,1.2857142857142858,46.15384615384615,111
128,28,15,13,0.4642857142857143,0.8666666666666667,98.46153846153847,110
18,21,8,13,0.6190476190476191,1.625,13.846153846153847,109
83,15,8,7,0.4666666666666667,0.875,63.84615384615384,108
43,9,2,6,0.6666666666666666,3.0,33.07692307692307,102
86,13,5,7,0.5384615384615384,1.4,66.15384615384615,101
85,41,23,17,0.4146341463414634,0.7391304347826086,65.38461538461539,100
31,10,3,6,0.6,2.0,23.846153846153847,98
37,24,9,14,0.5833333333333334,1.5555555555555556,28.46153846153846,97
94,23,11,12,0.5217391304347826,1.0909090909090908,72.3076923076923,96
64,13,4,8,0.6153846153846154,2.0,49.23076923076923,96
52,20,12,7,0.35,0.5833333333333334,40.0,96
48,36,14,22,0.6111111111111112,1.5714285714285714,36.92307692307693,95
21,28,15,13,0.4642857142857143,0.8666666666666667,16.153846153846153,93
68,17,7,10,0.5882352941176471,1.4285714285714286,52.307692307692314,91
127,44,15,29,0.6590909090909091,1.9333333333333333,97.6923076923077,89
69,21,4,16,0.7619047619047619,4.0,53.07692307692308,89
8,28,11,16,0.5714285714285714,1.4545454545454546,6.153846153846154,86
56,14,4,10,0.7142857142857143,2.5,43.07692307692308,85
16,28,10,17,0.6071428571428571,1.7,12.307692307692308,81
28,39,14,24,0.6153846153846154,1.7142857142857142,21.53846153846154,76
124,38,16,22,0.5789473684210527,1.375,95.38461538461539,73
14,34,17,17,0.5,1.0,10.76923076923077,73
62,28,7,20,0.7142857142857143,2.857142857142857,47.69230769230769,72
122,29,8,21,0.7241379310344828,2.625,93.84615384615384,71
97,21,8,12,0.5714285714285714,1.5,74.61538461538461,71
32,28,15,12,0.42857142857142855,0.8,24.615384615384617,71
120,32,10,21,0.65625,2.1,92.3076923076923,65
70,20,7,12,0.6,1.7142857142857142,53.84615384615385,57
6,33,9,24,0.7272727272727273,2.6666666666666665,4.615384615384616,57
4,21,4,16,0.7619047619047619,4.0,3.076923076923077,57
107,39,21,17,0.4358974358974359,0.8095238095238095,82.3076923076923,55
46,20,8,11,0.55,1.375,35.38461538461539,54
45,31,17,13,0.41935483870967744,0.7647058823529411,34.61538461538461,54
118,17,6,10,0.5882352941176471,1.6666666666666667,90.76923076923077,52
90,22,9,12,0.5454545454545454,1.3333333333333333,69.23076923076923,52
71,11,5,5,0.45454545454545453,1.0,54.61538461538461,52
33,25,11,12,0.48,1.0909090909090908,25.384615384615383,52
121,19,5,13,0.6842105263157895,2.6,93.07692307692308,49
87,22,7,14,0.6363636363636364,2.0,66.92307692307692,49
105,19,10,8,0.42105263157894735,0.8,80.76923076923077,48
66,17,8,8,0.47058823529411764,1.0,50.76923076923077,46
123,24,10,13,0.5416666666666666,1.3,94.61538461538461,44
92,19,11,8,0.42105263157894735,0.7272727272727273,70.76923076923077,44
17,25,13,11,0.44,0.8461538461538461,13.076923076923078,43
110,19,7,11,0.5789473684210527,1.5714285714285714,84.61538461538461,41
77,14,7,7,0.5,1.0,59.23076923076923,41
84,20,12,7,0.35,0.5833333333333334,64.61538461538461,40
49,10,5,5,0.5,1.0,37.69230769230769,40
95,18,6,12,0.6666666666666666,2.0,73.07692307692307,39
11,18,3,15,0.8333333333333334,5.0,8.461538461538462,39
5,19,7,11,0.5789473684210527,1.5714285714285714,3.8461538461538463,39
1,17,7,10,0.5882352941176471,1.4285714285714286,0.7692307692307693,39
76,12,3,8,0.6666666666666666,2.6666666666666665,58.46153846153847,37
25,24,8,15,0.625,1.875,19.230769230769234,35
88,19,8,10,0.5263157894736842,1.25,67.6923076923077,34
102,11,3,7,0.6363636363636364,2.3333333333333335,78.46153846153847,33
125,30,12,15,0.5,1.25,96.15384615384616,31
98,20,6,13,0.65,2.1666666666666665,75.38461538461539,31
50,34,18,15,0.4411764705882353,0.8333333333333334,38.46153846153847,31
12,29,10,18,0.6206896551724138,1.8,9.230769230769232,31
119,26,13,12,0.46153846153846156,0.9230769230769231,91.53846153846153,30
108,14,9,4,0.2857142857142857,0.4444444444444444,83.07692307692308,29
73,17,9,7,0.4117647058823529,0.7777777777777778,56.15384615384615,29
13,13,5,8,0.6153846153846154,1.6,10.0,29
80,8,4,3,0.375,0.75,61.53846153846154,28
54,11,5,6,0.5454545454545454,1.2,41.53846153846154,28
72,10,3,6,0.6,2.0,55.38461538461539,26
65,14,8,5,0.35714285714285715,0.625,50.0,25
116,16,8,7,0.4375,0.875,89.23076923076924,24
114,13,5,7,0.5384615384615384,1.4,87.6923076923077,24
117,11,4,6,0.5454545454545454,1.5,90.0,23
2,15,6,8,0.5333333333333333,1.3333333333333333,1.5384615384615385,23
111,20,12,8,0.4,0.6666666666666666,85.38461538461539,22
106,8,3,4,0.5,1.3333333333333333,81.53846153846153,22
91,17,5,11,0.6470588235294118,2.2,70.0,22
79,24,9,14,0.5833333333333334,1.5555555555555556,60.76923076923077,22
78,14,7,5,0.35714285714285715,0.7142857142857143,60.0,22
51,13,6,6,0.46153846153846156,1.0,39.23076923076923,22
10,10,2,8,0.8,4.0,7.6923076923076925,22
113,22,12,9,0.4090909090909091,0.75,86.92307692307692,19
81,19,10,9,0.47368421052631576,0.9,62.30769230769231,17
39,18,9,9,0.5,1.0,30.0,16
15,26,13,11,0.4230769230769231,0.8461538461538461,11.538461538461538,16
24,20,7,12,0.6,1.7142857142857142,18.461538461538463,15
19,18,9,8,0.4444444444444444,0.8888888888888888,14.615384615384617,14
112,15,8,6,0.4,0.75,86.15384615384616,13
74,15,10,4,0.26666666666666666,0.4,56.92307692307692,12
38,16,6,9,0.5625,1.5,29.230769230769234,12
35,20,10,9,0.45,0.9,26.923076923076923,12
20,10,5,4,0.4,0.8,15.384615384615385,12
63,7,3,3,0.42857142857142855,1.0,48.46153846153846,11
9,10,1,8,0.8,8.0,6.923076923076923,11
115,11,6,4,0.36363636363636365,0.6666666666666666,88.46153846153845,9
75,14,8,5,0.35714285714285715,0.625,57.692307692307686,7
42,3,0,2,0.6666666666666666,2.0,32.30769230769231,6
23,3,1,2,0.6666666666666666,2.0,17.692307692307693,6
15,43,11,31,0.7209302325581395,2.8181818181818183,38.46153846153847,123
0,23,3,20,0.8695652173913043,6.666666666666667,0.0,120
16,47,15,31,0.6595744680851063,2.066666666666667,41.02564102564102,109
3,34,10,24,0.7058823529411765,2.4,7.6923076923076925,109
8,54,19,35,0.6481481481481481,1.8421052631578947,20.51282051282051,100
38,49,20,29,0.5918367346938775,1.45,97.43589743589743,88
14,38,13,24,0.631578947368421,1.8461538461538463,35.8974358974359,88
35,38,16,22,0.5789473684210527,1.375,89.74358974358975,75
19,21,7,13,0.6190476190476191,1.8571428571428572,48.717948717948715,74
5,26,7,18,0.6923076923076923,2.5714285714285716,12.82051282051282,74
4,22,8,13,0.5909090909090909,1.625,10.256410256410255,64
37,21,9,12,0.5714285714285714,1.3333333333333333,94.87179487179486,61
2,31,11,19,0.6129032258064516,1.7272727272727273,5.128205128205128,60
21,22,3,18,0.8181818181818182,6.0,53.84615384615385,57
34,14,6,8,0.5714285714285714,1.3333333333333333,87.17948717948718,52
1,32,12,18,0.5625,1.5,2.564102564102564,51
32,23,8,14,0.6086956521739131,1.75,82.05128205128204,49
17,25,12,12,0.48,1.0,43.58974358974359,49
9,50,20,29,0.58,1.45,23.076923076923077,47
6,22,7,15,0.6818181818181818,2.142857142857143,15.384615384615385,47
27,18,7,9,0.5,1.2857142857142858,69.23076923076923,46
33,18,10,8,0.4444444444444444,0.8,84.61538461538461,41
20,12,4,7,0.5833333333333334,1.75,51.28205128205128,39
26,40,23,17,0.425,0.7391304347826086,66.66666666666666,37
36,15,6,8,0.5333333333333333,1.3333333333333333,92.3076923076923,36
31,21,8,12,0.5714285714285714,1.5,79.48717948717949,33
7,34,12,22,0.6470588235294118,1.8333333333333333,17.94871794871795,32
30,13,7,5,0.38461538461538464,0.7142857142857143,76.92307692307693,30
12,20,9,10,0.5,1.1111111111111112,30.76923076923077,19
11,12,5,6,0.5,1.2,28.205128205128204,15
23,20,10,9,0.45,0.9,58.97435897435898,14
18,12,6,5,0.4166666666666667,0.8333333333333334,46.15384615384615,12
13,12,7,4,0.3333333333333333,0.5714285714285714,33.33333333333333,12
29,11,5,5,0.45454545454545453,1.0,74.35897435897436,11
25,10,2,7,0.7,3.5,64.1025641025641,8
10,14,5,8,0.5714285714285714,1.6,25.64102564102564,8
22,12,7,4,0.3333333333333333,0.5714285714285714,56.41025641025641,7
24,10,4,4,0.4,1.0,61.53846153846154,6
28,6,1,5,0.8333333333333334,5.0,71.7948717948718,5
2,34,8,25,0.7352941176470589,3.125,4.545454545454546,68
17,51,26,24,0.47058823529411764,0.9230769230769231,38.63636363636363,57
37,29,12,16,0.5517241379310345,1.3333333333333333,84.0909090909091,53
13,34,13,21,0.6176470588235294,1.6153846153846154,29.545454545454547,43
0,37,17,19,0.5135135135135135,1.1176470588235294,0.0,42
32,23,12,10,0.43478260869565216,0.8333333333333334,72.72727272727273,41
40,23,12,10,0.43478260869565216,0.8333333333333334,90.9090909090909,39
10,13,3,10,0.7692307692307693,3.3333333333333335,22.727272727272727,36
6,24,14,9,0.375,0.6428571428571429,13.636363636363635,36
3,23,11,12,0.5217391304347826,1.0909090909090908,6.8181818181818175,36
7,34,12,20,0.5882352941176471,1.6666666666666667,15.909090909090908,35
30,34,16,18,0.5294117647058824,1.125,68.18181818181817,33
9,22,11,10,0.45454545454545453,0.9090909090909091,20.454545454545457,32
26,34,18,16,0.47058823529411764,0.8888888888888888,59.09090909090909,30
5,13,5,7,0.5384615384615384,1.4,11.363636363636363,29
25,27,10,16,0.5925925925925926,1.6,56.81818181818182,27
20,23,10,12,0.5217391304347826,1.2,45.45454545454545,27
14,35,19,15,0.42857142857142855,0.7894736842105263,31.818181818181817,27
38,18,7,11,0.6111111111111112,1.5714285714285714,86.36363636363636,26
34,36,17,18,0.5,1.0588235294117647,77.27272727272727,26
16,31,14,16,0.5161290322580645,1.1428571428571428,36.36363636363637,24
11,28,12,15,0.5357142857142857,1.25,25.0,24
29,12,3,9,0.75,3.0,65.9090909090909,23
19,13,5,7,0.5384615384615384,1.4,43.18181818181818,22
35,12,4,7,0.5833333333333334,1.75,79.54545454545455,20
28,18,9,9,0.5,1.0,63.63636363636363,20
8,21,7,13,0.6190476190476191,1.8571428571428572,18.181818181818183,20
